record_id,timestamp,shipment_id,candidate_route_id,origin,destination,cargo_type,cargo_weight_kg,cost_sar,total_transit_time_hours,capacity_available_kg,reliability_score,num_connections,priority,airline,distance_km,weather_risk_score,season,load_factor,shc_code,optimization_score
RTE_003952,2025-12-30 01:35:00,SHP_000875,CR_01,BOM,JED,Dangerous,4131.81,17741.19,12.42,10137.48,0.85,1,Economy,Lufthansa Cargo,3650,0.15,Winter,0.98,DGR,0.707
RTE_012039,2025-04-24 00:56:00,SHP_002664,CR_03,RUH,JED,Perishable,698.22,5218.6,4.29,7713.9,0.81,1,Express,Turkish Cargo,850,0.3,Spring,0.67,ICE,0.69
RTE_020375,2025-10-04 20:54:00,SHP_004529,CR_03,SIN,JED,Pharmaceutical,923.11,19685.86,9.23,6368.79,0.87,0,Economy,Singapore Airlines Cargo,7100,0.28,Monsoon,0.74,PER,0.918
RTE_014183,2025-12-29 05:37:00,SHP_003141,CR_05,ADD,JED,Pharmaceutical,2302.11,18960.74,7.18,6516.25,0.83,1,Standard,Cathay Cargo,1650,0.2,Winter,0.72,ICE,0.759
RTE_019208,2026-01-25 01:09:00,SHP_004263,CR_01,BRU,JED,General,141.44,11756.54,7.28,10507.57,0.91,0,Standard,Qatar Airways Cargo,4520,0.16,Winter,0.76,GEN,0.93
RTE_001330,2025-09-13 01:05:00,SHP_000295,CR_01,ICN,JED,Pharmaceutical,961.91,42455.21,18.3,2898.92,0.79,1,Express,Emirates SkyCargo,8500,0.32,Monsoon,0.78,ICE,0.785
RTE_020051,2025-04-12 00:33:00,SHP_004459,CR_04,ATL,JED,Pharmaceutical,2025.07,31436.87,22.42,11394.83,0.7,2,Economy,Cathay Cargo,11100,0.3,Spring,0.62,PER,0.514
RTE_003917,2026-01-03 02:49:00,SHP_000867,CR_02,IST,JED,Heavy,5351.42,19450.02,9.36,8413.75,0.77,2,Standard,Cathay Cargo,2400,0.23,Winter,0.74,ELM,0.532
RTE_003773,2025-10-25 02:55:00,SHP_000832,CR_04,AUH,JED,Dangerous,1125.22,12598.35,4.03,8713.54,0.86,0,Standard,Emirates SkyCargo,1650,0.24,Monsoon,0.69,DGR,0.881
RTE_005485,2025-04-27 18:41:00,SHP_001221,CR_01,ATL,JED,Heavy,4739.91,50645.15,25.56,12372.79,0.72,2,Standard,Cargolux,11100,0.24,Spring,0.48,ELI,0.431
RTE_006082,2025-07-01 04:01:00,SHP_001357,CR_01,JNB,JED,Valuable,767.91,22874.98,15.04,5446.68,0.71,2,Standard,Qatar Airways Cargo,6400,0.42,Summer,0.9,VAL,0.522
RTE_012895,2025-11-27 12:15:00,SHP_002852,CR_03,LHR,JED,Heavy,3874.51,28904.7,11.39,9538.69,0.84,1,Standard,Singapore Airlines Cargo,4740,0.24,Monsoon,0.9,ELM,0.677
RTE_001051,2025-09-04 19:17:00,SHP_000232,CR_04,JNB,JED,Heavy,11989.6,77615.99,8.53,16748.68,0.86,0,Standard,Lufthansa Cargo,6400,0.28,Monsoon,0.7,ELM,0.877
RTE_010079,2025-10-11 17:32:00,SHP_002232,CR_05,PVG,JED,General,2914.35,30261.07,14.48,11930.41,0.79,1,Express,Etihad Cargo,8750,0.26,Monsoon,0.68,GEN,0.881
RTE_000624,2025-12-26 03:22:00,SHP_000138,CR_04,JFK,JED,Dangerous,2803.46,41688.06,15.46,5311.31,0.91,0,Standard,Qatar Airways Cargo,10200,0.2,Winter,0.57,DGR,0.967
RTE_008010,2025-06-20 18:39:00,SHP_001782,CR_05,DOH,JED,Dangerous,385.21,5200.59,5.26,6630.12,0.77,1,Economy,Korean Air Cargo,1320,0.38,Summer,0.55,DGR,0.937
RTE_019894,2025-12-29 09:17:00,SHP_004422,CR_02,KWI,JED,Heavy,3974.81,19649.19,11.55,10832.36,0.75,2,Economy,Qatar Airways Cargo,1250,0.16,Winter,0.66,ELI,0.565
RTE_009532,2025-06-23 14:36:00,SHP_002113,CR_05,JNB,JED,Heavy,9340.02,40508.91,14.38,16220.87,0.68,2,Economy,Cargolux,6400,0.35,Summer,0.55,ELI,0.382
RTE_020889,2025-11-23 15:00:00,SHP_004643,CR_04,NRT,JED,Dangerous,1624.67,23503.56,18.17,1724.67,0.84,1,Economy,Qatar Airways Cargo,9500,0.2,Monsoon,0.51,CAO,0.565
RTE_009293,2025-11-16 01:34:00,SHP_002064,CR_05,JNB,JED,Pharmaceutical,761.46,18100.22,11.4,5243.5,0.83,1,Economy,Turkish Cargo,6400,0.19,Monsoon,0.56,ICE,0.705
RTE_011355,2025-11-30 11:44:00,SHP_002513,CR_05,JFK,JED,Perishable,989.38,32742.14,16.53,3677.2,0.89,0,Standard,Etihad Cargo,10200,0.18,Monsoon,0.79,ICE,0.918
RTE_003081,2025-11-14 05:25:00,SHP_000678,CR_05,DEL,JED,General,583.91,7378.29,17.03,6547.35,0.76,2,Economy,Etihad Cargo,3900,0.19,Monsoon,0.74,GEN,0.569
RTE_001502,2026-02-18 02:12:00,SHP_000332,CR_03,JFK,JED,Valuable,1473.58,36580.81,21.14,4720.23,0.71,2,Standard,Qatar Airways Cargo,10200,0.22,Winter,0.43,VAL,0.474
RTE_004996,2025-06-15 06:00:00,SHP_001108,CR_02,KWI,JED,Valuable,531.67,8129.92,2.49,9567.68,0.84,0,Express,Lufthansa Cargo,1250,0.35,Summer,0.88,VAL,0.798
RTE_009782,2025-07-26 04:21:00,SHP_002168,CR_03,LHR,JED,Heavy,11991.59,60047.47,14.4,15682.48,0.68,2,Standard,Saudia Cargo,4740,0.4,Summer,0.61,ELM,0.334
RTE_012657,2025-08-27 06:15:00,SHP_002797,CR_03,PVG,JED,General,956.27,33929.15,18.36,8968.24,0.74,1,Express,Turkish Cargo,8750,0.46,Summer,0.61,GEN,0.852
RTE_014477,2025-03-01 22:24:00,SHP_003205,CR_01,MAD,JED,Valuable,110.34,10476.78,14.14,5482.73,0.71,2,Economy,Cathay Cargo,5180,0.23,Spring,0.73,VAL,0.87
RTE_012210,2025-09-12 13:27:00,SHP_002701,CR_02,IST,JED,Valuable,1241.84,17290.29,4.24,8756.83,0.87,0,Express,Etihad Cargo,2400,0.33,Monsoon,0.61,VAL,0.958
RTE_018537,2026-01-23 06:22:00,SHP_004109,CR_03,CDG,JED,Heavy,9464.13,52866.71,6.46,16665.04,0.91,0,Economy,Singapore Airlines Cargo,4470,0.21,Winter,0.66,ELI,0.927
RTE_013557,2025-10-15 04:03:00,SHP_003000,CR_03,JNB,JED,Dangerous,226.8,19621.92,8.31,10736.53,0.91,0,Standard,Cargolux,6400,0.25,Monsoon,0.57,CAO,0.98
RTE_007771,2025-11-12 14:05:00,SHP_001728,CR_04,AUH,JED,Valuable,406.07,8441.79,6.35,2642.36,0.83,1,Standard,Korean Air Cargo,1650,0.22,Monsoon,0.53,VAL,0.706
RTE_002533,2025-11-25 14:44:00,SHP_000558,CR_04,NBO,JED,Dangerous,2872.43,17001.48,10.35,7903.4,0.8,1,Express,Saudia Cargo,2400,0.23,Monsoon,0.74,CAO,0.632
RTE_013839,2026-01-25 20:17:00,SHP_003062,CR_03,ADD,JED,General,1019.65,7744.8,6.34,10712.83,0.83,1,Standard,Cargolux,1650,0.23,Winter,0.92,GEN,0.954
RTE_013040,2025-04-04 01:27:00,SHP_002885,CR_02,DXB,JED,Dangerous,4142.14,30343.21,3.37,6657.78,0.91,0,Standard,Korean Air Cargo,1700,0.26,Spring,0.79,CAO,0.741
RTE_001101,2025-10-01 22:48:00,SHP_000242,CR_03,IST,JED,Dangerous,2658.97,14137.27,14.15,4541.46,0.7,2,Standard,Turkish Cargo,2400,0.28,Monsoon,0.7,DGR,0.567
RTE_010324,2025-04-03 08:01:00,SHP_002286,CR_04,ADD,JED,Pharmaceutical,2032.65,17806.96,8.44,6757.94,0.8,1,Standard,Cargolux,1650,0.27,Spring,0.63,ICE,0.835
RTE_015573,2025-06-12 03:49:00,SHP_003445,CR_02,CDG,JED,Pharmaceutical,2182.59,18125.56,10.07,7310.22,0.8,1,Standard,Cathay Cargo,4470,0.33,Summer,0.63,ICE,0.849
RTE_014512,2026-01-02 02:38:00,SHP_003212,CR_03,ORD,JED,Dangerous,673.03,24791.37,24.19,11395.13,0.74,2,Economy,Etihad Cargo,10650,0.17,Winter,0.61,DGR,0.496
RTE_014935,2025-08-30 18:39:00,SHP_003305,CR_01,KWI,JED,Valuable,442.38,5688.25,12.53,2605.03,0.65,2,Economy,Etihad Cargo,1250,0.47,Summer,0.69,VAL,0.547
RTE_014782,2025-03-29 02:48:00,SHP_003272,CR_02,SIN,JED,Heavy,9312.11,61111.06,15.45,18574.22,0.81,1,Standard,Singapore Airlines Cargo,7100,0.21,Spring,0.85,ELI,0.736
RTE_014379,2025-12-09 14:28:00,SHP_003183,CR_04,CAI,JED,Pharmaceutical,1747.58,13639.65,4.06,9488.56,0.82,1,Standard,Qatar Airways Cargo,1220,0.19,Winter,0.49,PER,0.909
RTE_004723,2025-03-21 01:17:00,SHP_001044,CR_04,LAX,JED,Heavy,9997.31,79154.63,24.39,15908.39,0.83,1,Standard,Etihad Cargo,13400,0.27,Spring,0.74,ELM,0.604
RTE_006113,2026-02-09 23:15:00,SHP_001363,CR_04,ORD,JED,Heavy,11257.24,46336.94,17.25,16081.49,0.88,0,Economy,Korean Air Cargo,10650,0.25,Winter,0.85,ELI,0.956
RTE_004239,2025-07-07 17:51:00,SHP_000938,CR_03,JNB,JED,Heavy,4801.08,32901.59,9.36,13176.76,0.85,0,Economy,Korean Air Cargo,6400,0.4,Summer,0.78,ELM,0.916
RTE_007979,2025-09-03 13:51:00,SHP_001775,CR_05,KWI,JED,Heavy,10299.66,29219.6,6.43,19436.37,0.79,1,Economy,Lufthansa Cargo,1250,0.28,Monsoon,0.49,ELI,0.773
RTE_006436,2025-05-09 12:15:00,SHP_001431,CR_05,HKG,JED,Perishable,2773.98,28796.25,19.0,4064.44,0.77,1,Standard,Etihad Cargo,7800,0.4,Summer,0.54,FRO,0.589
RTE_016017,2026-01-09 17:34:00,SHP_003544,CR_02,CAI,JED,Perishable,577.38,6568.13,2.54,11583.89,0.92,0,Standard,Singapore Airlines Cargo,1220,0.24,Winter,0.61,FRO,0.941
RTE_018962,2025-12-01 17:26:00,SHP_004205,CR_01,SIN,JED,Perishable,1457.17,28632.41,13.43,11576.24,0.84,1,Express,Korean Air Cargo,7100,0.2,Winter,0.81,ICE,0.808
RTE_007033,2025-12-29 17:44:00,SHP_001564,CR_01,AUH,JED,Dangerous,329.75,9919.9,6.48,5741.42,0.82,1,Express,Saudia Cargo,1650,0.17,Winter,0.92,DGR,0.651
RTE_014025,2026-02-27 17:40:00,SHP_003104,CR_04,ADD,JED,Heavy,3750.87,14242.76,4.15,14701.15,0.9,0,Standard,Cargolux,1650,0.22,Winter,0.55,ELM,0.953
RTE_011659,2025-11-16 10:57:00,SHP_002579,CR_04,BOM,JED,Pharmaceutical,1699.34,15266.86,16.23,3495.26,0.71,2,Standard,Korean Air Cargo,3650,0.24,Monsoon,0.66,ICE,0.667
RTE_012778,2025-06-24 07:17:00,SHP_002827,CR_02,NRT,JED,Pharmaceutical,995.91,36691.69,14.09,4160.44,0.86,0,Standard,Etihad Cargo,9500,0.37,Summer,0.7,PER,0.804
RTE_001473,2025-06-21 09:38:00,SHP_000326,CR_01,HKG,JED,Perishable,2309.91,25618.66,12.05,8847.66,0.87,0,Standard,Korean Air Cargo,7800,0.33,Summer,0.6,PER,0.907
RTE_012532,2026-02-03 00:24:00,SHP_002771,CR_03,RUH,JED,General,106.36,3304.08,6.04,10143.7,0.79,1,Express,Cathay Cargo,850,0.25,Winter,0.69,GEN,0.582
RTE_016672,2025-12-16 23:47:00,SHP_003691,CR_03,ORD,JED,Valuable,1372.41,26898.62,21.31,8252.51,0.82,1,Economy,Cathay Cargo,10650,0.18,Winter,0.84,VAL,0.679
RTE_014906,2026-02-25 18:23:00,SHP_003298,CR_03,DOH,JED,Heavy,10458.62,53846.4,7.51,11959.44,0.82,1,Economy,Cargolux,1320,0.25,Winter,0.65,ELM,0.592
RTE_016431,2025-06-02 20:00:00,SHP_003639,CR_02,ICN,JED,General,688.62,14619.85,17.03,1119.66,0.75,1,Economy,Lufthansa Cargo,8500,0.33,Summer,0.36,GEN,0.624
RTE_000850,2026-01-31 17:11:00,SHP_000189,CR_02,NRT,JED,Valuable,201.99,25821.48,18.4,10028.07,0.81,1,Economy,Cathay Cargo,9500,0.23,Winter,0.69,VAL,0.635
RTE_012155,2026-02-18 09:01:00,SHP_002689,CR_03,IST,JED,Valuable,903.31,11409.45,4.44,1882.24,0.89,0,Standard,Korean Air Cargo,2400,0.23,Winter,0.7,VAL,0.93
RTE_014294,2025-12-08 20:42:00,SHP_003165,CR_02,DOH,JED,Perishable,1260.3,6297.84,7.55,3416.13,0.8,1,Economy,Cargolux,1320,0.17,Winter,0.4,ICE,0.74
RTE_010996,2025-10-23 23:05:00,SHP_002433,CR_01,JFK,JED,Pharmaceutical,458.9,39845.95,13.18,4071.51,0.91,0,Standard,Saudia Cargo,10200,0.24,Monsoon,0.59,PER,0.99
RTE_013089,2025-03-23 20:37:00,SHP_002896,CR_02,JFK,JED,Dangerous,3065.38,49201.72,19.46,13822.14,0.84,1,Standard,Qatar Airways Cargo,10200,0.22,Spring,0.66,DGR,0.665
RTE_011371,2025-11-01 00:23:00,SHP_002517,CR_01,FRA,JED,Perishable,418.85,20958.06,10.2,2430.45,0.84,1,Express,Emirates SkyCargo,4200,0.19,Monsoon,0.8,ICE,0.776
RTE_002211,2025-11-09 21:45:00,SHP_000486,CR_04,CDG,JED,Dangerous,4604.4,36608.42,10.13,5611.91,0.83,1,Standard,Turkish Cargo,4470,0.17,Monsoon,0.64,DGR,0.56
RTE_017707,2026-01-02 17:06:00,SHP_003921,CR_01,DOH,JED,General,1600.07,9136.73,10.14,8385.76,0.76,2,Standard,Turkish Cargo,1320,0.16,Winter,0.83,GEN,0.601
RTE_003203,2025-03-08 01:59:00,SHP_000705,CR_04,MAD,JED,Heavy,9714.83,48789.47,15.11,20083.88,0.79,1,Standard,Cargolux,5180,0.24,Spring,0.51,ELI,0.64
RTE_015291,2025-06-16 19:16:00,SHP_003382,CR_05,HKG,JED,Pharmaceutical,382.05,38163.81,17.19,4703.94,0.75,1,Express,Lufthansa Cargo,7800,0.35,Summer,0.75,ICE,0.811
RTE_020023,2025-03-10 05:58:00,SHP_004452,CR_04,DXB,JED,Pharmaceutical,1438.02,17794.47,3.52,12256.68,0.86,0,Express,Etihad Cargo,1700,0.22,Spring,0.71,ICE,0.91
RTE_019928,2026-02-26 15:49:00,SHP_004431,CR_01,LAX,JED,Pharmaceutical,2455.34,36384.12,23.52,4657.88,0.83,1,Economy,Saudia Cargo,13400,0.22,Winter,0.83,PER,0.907
RTE_011483,2025-11-29 01:42:00,SHP_002540,CR_05,LAX,JED,Pharmaceutical,2278.59,76550.34,20.01,7028.79,0.89,0,Express,Etihad Cargo,13400,0.2,Monsoon,0.66,ICE,0.838
RTE_001285,2025-09-30 05:10:00,SHP_000285,CR_02,RUH,JED,General,966.05,5803.33,9.0,11719.76,0.79,1,Express,Korean Air Cargo,850,0.33,Monsoon,0.7,GEN,0.617
RTE_008607,2025-08-18 03:29:00,SHP_001915,CR_03,MIA,JED,Dangerous,4703.51,62017.94,18.35,9325.77,0.84,0,Standard,Singapore Airlines Cargo,11400,0.49,Summer,0.63,CAO,0.986
RTE_003594,2025-04-20 22:34:00,SHP_000792,CR_01,DXB,JED,Dangerous,2326.79,9504.16,8.11,4403.29,0.83,1,Economy,Cargolux,1700,0.32,Spring,0.71,CAO,0.788
RTE_020385,2025-05-19 01:49:00,SHP_004531,CR_05,KWI,JED,Dangerous,4673.86,20393.77,3.37,4773.86,0.83,0,Standard,Singapore Airlines Cargo,1250,0.4,Summer,0.74,CAO,0.687
RTE_012287,2025-06-25 01:56:00,SHP_002717,CR_02,SIN,JED,Valuable,704.63,45050.59,10.47,10458.47,0.84,0,Express,Lufthansa Cargo,7100,0.35,Summer,0.83,VAL,0.895
RTE_013656,2025-07-25 21:49:00,SHP_003022,CR_02,ICN,JED,Perishable,2382.6,31669.25,15.18,3606.6,0.77,1,Standard,Turkish Cargo,8500,0.39,Summer,0.91,FRO,0.587
RTE_012613,2025-08-15 16:48:00,SHP_002788,CR_03,RUH,JED,General,1864.02,10213.9,2.42,7695.15,0.84,0,Standard,Singapore Airlines Cargo,850,0.5,Summer,0.61,GEN,0.891
RTE_003272,2025-03-11 18:44:00,SHP_000720,CR_06,ICN,JED,Dangerous,1990.34,30517.5,16.28,2090.34,0.83,1,Standard,Emirates SkyCargo,8500,0.25,Spring,0.78,DGR,0.569
RTE_004718,2026-02-04 05:02:00,SHP_001043,CR_03,CAI,JED,Heavy,3485.17,10827.01,7.0,8862.72,0.82,1,Standard,Cathay Cargo,1220,0.24,Winter,0.77,ELM,0.746
RTE_010287,2025-12-22 03:17:00,SHP_002278,CR_05,BRU,JED,General,489.57,10600.79,8.25,5407.43,0.9,0,Standard,Lufthansa Cargo,4520,0.15,Winter,0.72,GEN,0.92
RTE_001005,2025-05-16 11:25:00,SHP_000223,CR_02,DEL,JED,Heavy,11842.34,61609.49,6.03,11942.34,0.82,0,Standard,Cathay Cargo,3900,0.45,Summer,0.59,ELI,0.622
RTE_018326,2025-08-19 18:05:00,SHP_004061,CR_02,MAD,JED,Pharmaceutical,1165.61,27832.95,14.28,12481.0,0.74,1,Express,Turkish Cargo,5180,0.45,Summer,0.68,PER,0.555
RTE_019040,2025-10-20 10:06:00,SHP_004224,CR_04,NRT,JED,Valuable,200.28,52500.68,15.51,8036.68,0.82,1,Express,Cargolux,9500,0.3,Monsoon,0.98,VAL,0.595
RTE_017216,2025-12-09 14:40:00,SHP_003813,CR_02,NBO,JED,Heavy,9378.88,59014.1,5.0,9478.88,0.91,0,Economy,Cathay Cargo,2400,0.15,Winter,0.77,ELI,0.924
RTE_010533,2025-10-09 15:13:00,SHP_002331,CR_01,DXB,JED,Heavy,5304.54,24836.51,9.43,7005.47,0.82,1,Standard,Lufthansa Cargo,1700,0.24,Monsoon,0.65,ELI,0.614
RTE_008458,2025-04-26 13:47:00,SHP_001883,CR_02,DOH,JED,Heavy,11867.56,35899.11,6.36,22693.14,0.8,1,Express,Lufthansa Cargo,1320,0.32,Spring,0.71,ELI,0.555
RTE_006035,2025-04-27 02:36:00,SHP_001346,CR_06,NBO,JED,Heavy,8174.77,26824.24,7.27,9496.61,0.83,1,Economy,Lufthansa Cargo,2400,0.26,Spring,0.71,ELM,0.678
RTE_017232,2025-03-07 19:43:00,SHP_003817,CR_02,BOM,JED,Pharmaceutical,1574.64,12808.14,6.37,9727.16,0.9,0,Economy,Qatar Airways Cargo,3650,0.22,Spring,0.64,PER,0.913
RTE_006213,2025-04-21 05:48:00,SHP_001386,CR_04,PVG,JED,Perishable,2484.89,25358.18,17.03,7953.73,0.79,1,Standard,Emirates SkyCargo,8750,0.26,Spring,0.68,PER,0.656
RTE_017147,2026-02-07 20:42:00,SHP_003798,CR_03,ORD,JED,Dangerous,445.63,31533.11,20.12,4503.39,0.81,1,Standard,Lufthansa Cargo,10650,0.24,Winter,0.73,CAO,0.894
RTE_014075,2026-01-10 14:55:00,SHP_003116,CR_05,DXB,JED,Pharmaceutical,82.58,5518.06,3.37,2591.05,0.88,0,Standard,Saudia Cargo,1700,0.21,Winter,0.58,PER,0.949
RTE_003543,2025-06-09 19:45:00,SHP_000781,CR_03,HKG,JED,Perishable,2753.23,51566.26,12.25,6511.01,0.83,0,Express,Singapore Airlines Cargo,7800,0.37,Summer,0.79,FRO,0.828
RTE_010993,2025-04-03 16:06:00,SHP_002432,CR_04,JFK,JED,Valuable,401.81,29825.44,17.39,11503.38,0.79,1,Standard,Emirates SkyCargo,10200,0.27,Spring,0.58,VAL,0.725
RTE_000254,2025-09-29 20:06:00,SHP_000057,CR_01,BOM,JED,Pharmaceutical,335.05,11000.08,13.2,1915.37,0.7,2,Standard,Korean Air Cargo,3650,0.28,Monsoon,0.51,ICE,0.567
RTE_020865,2025-10-08 22:30:00,SHP_004638,CR_02,ICN,JED,Dangerous,4637.39,62481.59,18.42,14911.06,0.8,1,Express,Cargolux,8500,0.27,Monsoon,0.68,DGR,0.537
RTE_020907,2026-02-03 21:27:00,SHP_004646,CR_06,ICN,JED,Perishable,2409.51,30021.71,12.55,11460.51,0.92,0,Economy,Cathay Cargo,8500,0.24,Winter,0.88,PER,0.943
RTE_009341,2025-07-10 15:30:00,SHP_002074,CR_02,HKG,JED,Pharmaceutical,2245.63,33897.75,13.26,3909.47,0.79,1,Standard,Qatar Airways Cargo,7800,0.35,Summer,0.61,PER,0.79
RTE_002143,2025-07-31 18:08:00,SHP_000471,CR_01,ICN,JED,Pharmaceutical,1528.75,33182.54,11.46,2564.01,0.86,0,Standard,Qatar Airways Cargo,8500,0.36,Summer,0.85,PER,0.779
RTE_006093,2025-04-28 12:41:00,SHP_001359,CR_01,CAI,JED,Perishable,2039.72,8002.44,3.07,11712.61,0.89,0,Standard,Saudia Cargo,1220,0.31,Spring,0.74,FRO,0.973
RTE_006404,2025-09-05 19:56:00,SHP_001425,CR_02,ATL,JED,Perishable,1777.6,21523.42,20.51,5632.17,0.78,1,Economy,Saudia Cargo,11100,0.3,Monsoon,0.69,ICE,0.969
RTE_007633,2025-03-12 23:28:00,SHP_001697,CR_04,SIN,JED,Pharmaceutical,638.06,16040.76,12.48,10081.85,0.81,1,Economy,Lufthansa Cargo,7100,0.21,Spring,0.78,PER,0.823
RTE_001729,2026-01-29 04:07:00,SHP_000380,CR_06,ADD,JED,Dangerous,2093.49,19154.04,9.29,4305.41,0.85,1,Express,Cargolux,1650,0.24,Winter,0.77,DGR,0.785
RTE_009275,2025-04-03 19:31:00,SHP_002061,CR_02,NRT,JED,Pharmaceutical,1895.47,50645.7,14.5,9319.76,0.86,0,Express,Lufthansa Cargo,9500,0.28,Spring,0.82,ICE,0.771
RTE_001672,2026-01-27 04:54:00,SHP_000369,CR_03,NRT,JED,Pharmaceutical,1001.46,28068.26,15.05,1101.46,0.9,0,Economy,Korean Air Cargo,9500,0.23,Winter,0.64,ICE,0.855
RTE_015010,2025-04-29 08:28:00,SHP_003321,CR_05,JNB,JED,Valuable,1167.49,34681.42,16.27,5579.56,0.78,1,Express,Cathay Cargo,6400,0.3,Spring,0.73,VAL,0.594
RTE_013720,2025-09-28 11:00:00,SHP_003036,CR_04,BRU,JED,Dangerous,1151.12,19679.61,7.43,11832.17,0.88,0,Standard,Korean Air Cargo,4520,0.34,Monsoon,0.62,DGR,0.916
RTE_018082,2025-09-26 05:00:00,SHP_004006,CR_05,ADD,JED,Pharmaceutical,895.61,9704.89,8.22,11391.77,0.82,1,Standard,Singapore Airlines Cargo,1650,0.33,Monsoon,0.84,ICE,0.781
RTE_009696,2026-01-28 00:09:00,SHP_002150,CR_03,IST,JED,Valuable,68.49,11590.71,8.46,2760.93,0.84,1,Express,Etihad Cargo,2400,0.17,Winter,0.68,VAL,0.697
RTE_001972,2025-04-02 17:24:00,SHP_000435,CR_03,SIN,JED,Perishable,1918.95,15578.17,20.14,8209.91,0.7,2,Economy,Qatar Airways Cargo,7100,0.26,Spring,0.7,PER,0.577
RTE_018340,2026-02-20 22:30:00,SHP_004064,CR_02,AMS,JED,Heavy,6759.39,32464.3,7.01,17550.32,0.91,0,Express,Cathay Cargo,4620,0.19,Winter,0.76,ELI,0.91
RTE_013431,2025-05-12 02:13:00,SHP_002971,CR_02,BOM,JED,General,3046.26,20811.52,6.36,9449.48,0.84,0,Standard,Etihad Cargo,3650,0.44,Summer,0.83,GEN,0.951
RTE_015934,2025-08-29 16:13:00,SHP_003523,CR_03,SIN,JED,General,796.25,16016.72,15.39,5224.3,0.73,1,Standard,Cathay Cargo,7100,0.44,Summer,0.56,GEN,0.697
RTE_007808,2025-03-06 09:46:00,SHP_001736,CR_03,JFK,JED,Perishable,1921.75,39472.81,18.13,11552.89,0.8,1,Express,Cargolux,10200,0.24,Spring,0.81,PER,0.964
RTE_000695,2026-02-05 23:42:00,SHP_000154,CR_02,JFK,JED,Heavy,10444.42,69006.4,20.01,22079.27,0.81,1,Express,Saudia Cargo,10200,0.22,Winter,0.66,ELI,0.584
RTE_005730,2025-12-06 10:00:00,SHP_001277,CR_03,JFK,JED,General,1683.12,32347.45,19.35,9665.66,0.84,1,Express,Lufthansa Cargo,10200,0.18,Winter,0.89,GEN,0.872
RTE_018275,2025-11-08 09:11:00,SHP_004049,CR_03,ICN,JED,General,490.85,17639.93,15.36,8535.13,0.8,1,Standard,Singapore Airlines Cargo,8500,0.17,Monsoon,0.82,GEN,0.908
RTE_018759,2025-10-29 20:25:00,SHP_004160,CR_03,FRA,JED,Heavy,11605.84,50336.0,11.33,21427.9,0.7,2,Economy,Qatar Airways Cargo,4200,0.24,Monsoon,0.72,ELI,0.533
RTE_011936,2025-12-12 19:14:00,SHP_002641,CR_01,SIN,JED,Valuable,547.92,16623.86,20.23,7479.7,0.73,2,Economy,Lufthansa Cargo,7100,0.15,Winter,0.7,VAL,0.558
RTE_017955,2025-03-16 08:52:00,SHP_003977,CR_03,AUH,JED,General,3401.02,16330.22,5.3,6497.34,0.83,1,Express,Cargolux,1650,0.27,Spring,0.69,GEN,0.692
RTE_011880,2025-05-26 22:14:00,SHP_002630,CR_02,HKG,JED,General,417.13,22167.59,10.04,11734.52,0.84,0,Express,Korean Air Cargo,7800,0.39,Summer,0.41,GEN,0.938
RTE_020553,2025-08-04 06:24:00,SHP_004570,CR_01,SIN,JED,Dangerous,982.17,38072.7,16.29,3543.65,0.74,1,Express,Korean Air Cargo,7100,0.43,Summer,0.64,DGR,0.566
RTE_002285,2026-01-14 09:22:00,SHP_000505,CR_02,BRU,JED,Pharmaceutical,285.54,16349.1,10.2,8616.52,0.85,1,Standard,Lufthansa Cargo,4520,0.19,Winter,0.75,PER,0.749
RTE_011580,2025-05-24 04:13:00,SHP_002564,CR_01,MAD,JED,Heavy,10662.48,44497.4,13.14,21886.61,0.74,1,Express,Etihad Cargo,5180,0.38,Summer,0.66,ELI,0.655
RTE_012808,2025-04-30 04:02:00,SHP_002833,CR_05,PVG,JED,General,945.34,17938.65,17.33,1085.51,0.78,1,Economy,Korean Air Cargo,8750,0.27,Spring,0.7,GEN,0.657
RTE_003095,2025-08-27 02:14:00,SHP_000681,CR_04,BOM,JED,Perishable,382.86,16915.4,11.11,6806.07,0.74,1,Express,Lufthansa Cargo,3650,0.47,Summer,0.76,ICE,0.566
RTE_015616,2025-09-02 20:16:00,SHP_003453,CR_04,JNB,JED,General,2691.84,29234.71,14.33,5996.78,0.78,1,Express,Cargolux,6400,0.34,Monsoon,0.72,GEN,0.876
RTE_007365,2025-08-30 22:37:00,SHP_001638,CR_05,RUH,JED,Perishable,650.76,5591.59,2.42,1487.34,0.86,0,Standard,Emirates SkyCargo,850,0.5,Summer,0.97,ICE,0.98
RTE_002115,2025-06-22 03:25:00,SHP_000465,CR_04,NRT,JED,Pharmaceutical,1393.81,33254.47,19.01,11609.84,0.79,1,Standard,Emirates SkyCargo,9500,0.38,Summer,0.87,PER,0.711
RTE_016330,2025-08-05 15:51:00,SHP_003616,CR_02,AMS,JED,Pharmaceutical,806.45,22530.22,11.53,7490.92,0.77,1,Express,Turkish Cargo,4620,0.42,Summer,0.8,PER,0.654
RTE_002274,2025-05-11 15:48:00,SHP_000502,CR_03,JNB,JED,Pharmaceutical,1470.31,32934.28,9.53,5737.87,0.87,0,Express,Cathay Cargo,6400,0.38,Summer,0.62,ICE,0.959
